6,44
5,14
13,20
41,45
9,28
1,36
16,35
14,28
14,20
7,8
5,24
26,33
17,30
4,21
27,34
3,42
29,43
29,30
2,45
26,29
35,39
17,45
8,34
14,22
20,41
24,29
19,36
3,22
4,20
25,33
11,40
24,34
22,39
12,24
1,20
41,44
1,22
40,45
16,18
7,39
17,28
5,28
5,30
16,43
11,38
3,15
28,32
18,38
27,42
34,39
24,30
10,27
26,43
30,32
35,37
33,45
20,36
7,24
31,38
18,37
22,24
12,42
12,22
23,38
37,39
9,17
4,37
6,13
6,20
29,35
38,41
10,12
18,21
29,45
21,35
2,33
11,16
34,42
14,44
2,25
11,41
17,41
16,45
20,21
21,37
16,29
25,43
17,29
7,37
15,42
14,17
6,14
14,24
37,38
18,31
39,42
8,39
9,32
23,31
10,24
14,41
22,35
29,33
15,22
23,37
8,24
33,43
43,45
25,45
16,38
13,41
4,22
20,38
20,22
12,27
16,40
9,30
19,20
5,32
18,35
21,38
11,45
24,27
6,41
31,37
22,42
21,22
