4,5
5,22
11,45
23,41
5,29
16,35
10,28
20,21
11,32
30,40
5,37
16,41
18,28
17,43
5,36
26,34
11,30
3,19
1,44
8,12
22,34
25,43
6,42
13,17
5,21
13,25
4,16
31,35
33,34
19,23
32,33
40,41
8,37
6,18
9,45
18,42
4,43
35,37
6,34
4,14
18,38
25,30
10,15
29,30
18,30
3,29
2,14
19,29
7,42
11,25
11,38
17,24
34,45
1,31
8,39
4,8
17,41
2,32
6,29
34,42
4,26
19,30
29,44
2,11
1,36
11,28
27,37
27,36
28,42
5,12
19,40
20,22
4,24
10,18
2,4
5,34
31,36
2,25
3,31
5,8
16,19
7,34
29,31
9,33
14,33
7,28
8,35
9,32
2,43
13,30
16,17
15,42
9,11
33,45
6,21
31,44
19,31
36,44
18,29
2,33
23,40
10,42
13,40
26,33
12,39
20,45
13,41
21,22
37,39
27,35
15,28
19,41
13,43
11,18
5,27
27,31
5,44
22,45
4,35
28,34
16,31
16,24
4,17
28,38
4,34
12,37
21,34
4,33
21,45
