30,45
1,21
10,43
10,32
15,40
28,29
1,41
18,26
6,18
31,44
7,35
29,32
34,40
12,39
7,25
25,27
34,45
21,45
1,25
3,26
8,38
26,39
16,30
11,30
26,33
21,37
38,45
13,41
15,30
17,43
2,35
2,44
9,23
1,44
9,44
16,33
17,30
15,34
26,31
14,24
3,27
20,45
5,41
37,44
18,34
18,43
3,42
12,32
11,42
11,25
14,36
9,36
5,36
4,33
10,39
21,31
1,7
22,38
30,39
26,32
3,30
13,24
11,19
6,31
30,38
2,41
31,37
25,44
3,16
6,20
11,45
9,41
20,34
13,44
5,14
1,19
30,43
5,13
17,18
26,28
18,40
29,43
26,30
3,4
26,27
19,25
1,9
10,30
10,12
25,31
8,11
31,45
13,36
7,44
21,44
26,29
23,41
1,11
6,17
32,43
30,33
32,39
4,16
36,41
3,11
18,29
27,31
8,22
1,45
3,33
27,42
9,13
1,23
2,7
7,41
15,18
41,44
11,27
8,45
18,31
35,41
11,22
22,30
18,28
30,34
6,45
5,24
15,39
6,34
