33,39
8,11
5,40
35,37
5,29
8,15
16,42
38,42
9,32
32,33
36,43
29,45
31,35
3,29
10,13
20,43
27,42
13,44
6,35
8,20
30,31
14,31
21,35
10,34
12,26
5,28
24,31
6,24
31,45
21,41
17,45
32,44
9,24
10,22
10,30
6,13
27,38
7,38
7,26
8,25
27,36
5,41
28,38
23,33
12,30
11,37
30,33
20,37
15,26
12,25
18,23
28,35
12,14
4,39
12,15
10,19
2,19
5,43
3,17
18,44
26,42
3,21
22,39
9,33
26,35
1,39
11,12
9,44
5,35
5,21
19,35
29,41
4,9
34,39
40,45
11,20
18,33
1,24
10,37
2,10
10,35
5,31
10,33
31,40
14,30
6,39
27,43
9,39
37,43
16,36
6,34
5,45
6,31
8,42
35,43
6,19
17,21
24,30
8,12
12,37
7,42
22,34
20,42
24,39
13,34
21,45
30,37
2,35
8,26
24,33
36,42
3,41
10,39
13,19
15,25
16,43
26,38
38,43
42,43
35,38
12,31
33,44
3,45
35,45
