7,44
4,17
26,38
16,21
20,41
22,31
23,42
3,19
10,11
13,40
9,11
14,36
39,43
1,2
21,27
22,34
29,43
25,43
2,36
4,11
27,34
27,42
27,45
18,41
13,29
33,42
6,21
7,27
4,32
4,23
14,22
20,24
6,7
16,30
30,41
37,42
9,38
16,19
30,45
10,26
24,43
15,22
25,28
1,32
13,39
18,42
39,40
26,44
25,38
16,26
19,30
15,26
4,13
24,39
34,42
13,28
10,32
11,12
13,35
8,10
2,8
28,43
33,37
27,33
5,40
14,17
14,26
26,27
18,30
11,13
4,41
33,34
20,25
22,23
16,45
4,31
5,20
8,26
16,38
13,43
3,20
20,40
1,8
16,44
6,27
26,34
19,25
21,45
7,16
22,26
27,44
29,35
10,12
35,43
9,12
41,42
23,34
13,41
13,38
24,40
4,22
4,14
1,36
13,20
19,20
2,26
17,32
4,42
2,14
14,15
23,31
12,38
9,13
28,38
32,36
27,37
24,25
11,32
27,30
1,10
29,39
3,25
30,42
16,25
19,41
17,36
6,16
5,13
10,38
