12,25
7,34
17,40
39,45
2,26
14,36
5,38
8,13
39,42
1,20
20,43
15,17
20,29
21,30
11,41
35,40
22,44
11,39
8,10
13,14
36,44
6,7
28,42
6,18
34,40
25,31
31,39
17,42
3,24
3,42
8,26
32,39
7,21
32,44
33,35
10,44
37,40
17,26
1,7
19,38
1,15
32,36
18,31
11,12
3,43
26,44
22,41
18,45
22,33
42,45
18,34
5,45
6,23
7,45
13,28
26,35
16,29
31,37
6,38
27,42
9,19
4,29
10,36
1,16
24,27
1,30
7,17
12,22
7,19
33,44
5,19
7,29
22,35
15,20
15,27
35,44
12,40
23,38
25,37
32,41
4,45
29,45
15,30
13,36
12,31
36,42
9,38
7,9
29,42
8,36
6,9
2,8
1,29
15,43
32,42
29,43
11,32
12,37
9,23
18,38
2,42
2,17
2,13
8,14
12,39
42,43
18,39
41,44
17,27
31,40
24,43
36,40
3,27
12,35
7,16
17,21
38,45
12,41
15,24
31,34
4,42
7,30
17,34
5,7
7,18
8,44
13,42
17,30
2,28
