1,28
22,31
22,38
14,36
3,45
36,43
1,12
19,21
12,14
7,31
17,25
39,40
1,21
19,34
5,43
19,30
23,27
15,26
25,42
15,37
12,28
15,24
13,25
1,11
6,14
33,39
8,39
20,31
22,35
23,37
22,44
24,39
13,29
3,41
8,15
2,24
1,37
31,43
4,22
4,45
39,41
11,35
1,14
18,45
4,16
7,29
12,42
4,15
3,24
4,12
10,38
10,36
30,32
12,34
11,44
6,29
15,34
21,34
15,19
41,45
7,16
11,23
9,40
35,41
21,30
35,45
20,29
24,41
10,11
7,13
5,6
11,37
24,26
26,33
11,36
35,37
5,29
31,36
18,35
33,40
1,34
21,37
31,38
32,37
6,12
2,41
38,43
2,3
26,40
28,34
15,35
7,17
9,26
7,42
19,32
9,39
10,22
5,36
1,23
18,22
27,37
30,37
7,20
11,22
4,34
29,43
13,17
15,41
4,18
5,20
7,25
9,15
13,42
4,7
1,27
6,36
3,15
26,39
5,31
10,43
35,44
15,45
12,29
8,9
11,14
16,22
7,22
8,41
19,37
