5,19
28,41
2,42
34,39
29,34
8,34
4,8
11,36
6,42
13,34
21,35
18,23
24,28
8,41
26,35
5,20
23,37
12,40
13,31
22,30
3,38
28,30
18,45
35,45
2,45
32,35
4,43
43,44
4,36
1,14
14,19
10,37
30,34
8,24
17,23
32,45
1,27
8,20
4,14
23,42
3,8
31,34
8,10
17,22
18,19
7,16
20,29
10,32
4,16
21,23
8,14
14,18
34,38
16,44
10,25
12,14
9,41
13,18
17,37
13,22
11,14
22,33
22,39
10,23
22,34
17,28
21,45
1,8
1,5
3,20
10,18
17,30
14,25
5,15
25,43
9,28
11,43
8,28
17,24
7,11
4,44
16,36
31,39
31,33
24,37
4,10
2,6
11,12
40,43
10,14
26,45
8,38
20,38
29,38
19,34
21,32
19,27
6,21
2,23
5,27
13,17
30,41
11,16
34,41
5,34
10,45
26,32
14,43
4,11
10,24
33,39
1,15
5,8
7,43
22,31
15,27
9,30
14,27
2,18
13,19
10,21
6,45
5,29
21,42
13,23
10,43
16,43
14,40
12,43
