6,10
10,24
1,35
9,22
24,28
4,39
41,45
2,41
6,24
23,42
24,29
2,26
18,25
28,45
26,39
3,20
10,23
7,8
33,38
20,36
11,12
1,18
3,42
12,38
29,38
13,37
15,26
12,35
27,45
15,34
31,38
11,31
14,42
8,17
3,9
3,34
3,14
27,36
3,23
1,9
27,40
12,43
25,28
30,43
6,36
7,30
7,42
23,36
5,26
26,41
14,44
5,13
12,44
36,45
3,26
3,37
1,28
1,22
3,4
18,28
18,37
13,26
10,32
16,37
21,42
4,13
14,19
34,36
7,17
9,37
29,43
29,33
1,11
12,29
24,27
16,26
2,45
3,13
14,30
3,12
10,36
29,32
22,35
42,43
12,33
6,27
23,43
20,34
2,16
28,38
37,45
17,43
4,5
21,30
12,14
36,41
23,29
2,37
14,21
3,36
19,43
3,39
7,21
15,41
1,37
8,43
23,32
4,26
8,30
3,15
3,44
24,38
28,40
24,32
11,28
34,41
27,28
3,35
9,35
11,38
12,31
1,12
14,43
25,45
25,37
12,19
24,40
7,43
13,16
