11,24
8,39
10,26
3,23
25,43
1,37
38,41
2,8
8,44
20,34
5,28
8,13
8,30
9,12
8,18
11,44
20,45
32,42
7,26
1,9
11,28
8,32
6,23
23,32
40,45
10,14
30,44
24,33
28,34
17,23
6,44
11,19
31,38
5,25
15,20
37,38
29,44
24,38
5,22
41,45
11,29
18,42
1,44
7,22
8,12
36,42
15,26
12,38
2,28
39,43
13,30
30,32
20,27
27,38
16,26
27,35
11,13
22,37
8,25
20,37
36,44
26,37
9,31
7,28
9,38
37,45
26,35
20,38
4,43
12,31
7,35
20,41
21,35
12,22
15,37
23,42
1,12
7,34
21,26
6,17
21,27
22,38
19,30
12,44
14,35
13,33
14,26
42,44
3,17
1,29
32,44
14,16
11,33
17,36
37,40
7,37
18,32
6,36
7,14
16,35
6,32
26,34
12,37
15,21
8,24
37,41
11,30
10,16
13,28
2,13
23,36
4,39
13,19
12,24
3,6
7,27
15,34
28,38
8,28
22,28
20,21
8,42
5,8
20,28
25,39
8,22
13,24
11,38
22,27
