26,30
10,22
40,43
2,10
22,35
20,41
17,26
4,45
34,38
2,6
4,7
16,29
13,39
7,29
26,41
11,13
18,39
9,28
1,15
17,19
4,20
11,23
3,33
3,40
1,41
24,38
33,45
17,35
10,31
9,19
18,25
2,36
21,28
2,11
3,23
13,23
22,26
1,10
18,40
28,42
29,42
20,24
19,41
3,41
1,26
36,37
12,21
7,27
36,45
33,36
2,27
11,31
21,34
5,39
15,23
6,40
11,32
20,38
1,14
6,18
10,14
7,44
13,25
4,24
17,29
12,24
8,17
19,26
25,39
30,41
24,29
33,40
19,28
43,45
12,29
20,34
5,23
2,37
4,41
1,11
2,22
21,24
5,36
23,39
1,32
8,19
17,44
7,16
23,32
26,35
6,43
28,34
37,45
7,35
21,38
14,31
25,40
12,42
7,17
2,13
28,29
2,45
29,44
22,27
11,14
33,43
9,17
20,28
2,7
16,24
7,22
3,36
12,28
1,22
8,9
15,32
17,28
19,20
1,23
13,40
41,45
2,18
19,30
2,31
7,45
18,36
6,36
7,24
36,39
