3,21
9,37
24,25
17,42
22,23
3,5
13,17
18,42
19,27
4,27
19,26
32,45
2,9
12,38
25,35
14,27
27,44
22,30
10,15
2,38
9,21
21,43
22,31
8,43
18,21
38,41
2,14
18,22
17,31
6,39
4,24
18,29
3,6
21,33
9,38
16,31
1,36
29,45
27,40
9,32
15,38
32,40
17,32
27,29
19,36
14,25
36,38
18,36
16,39
8,32
14,44
28,35
27,28
11,15
20,27
6,13
32,44
9,33
3,22
1,41
1,34
15,28
32,37
15,36
23,31
11,14
31,42
24,28
11,25
5,32
14,15
16,23
1,21
4,7
33,41
20,26
5,17
2,37
12,14
21,41
29,40
9,43
7,28
10,38
11,35
3,13
21,22
14,38
3,30
37,44
2,44
7,24
18,26
31,39
6,23
25,28
18,34
33,38
26,27
5,8
32,42
13,39
42,45
27,36
29,32
26,29
23,39
19,20
18,19
22,42
40,44
2,12
10,14
5,21
4,14
21,30
18,45
34,36
7,27
36,41
4,25
3,17
13,31
11,28
1,18
28,36
8,9
5,43
3,23
