22,27
3,37
21,29
25,34
14,30
12,30
17,19
9,40
24,44
28,36
2,18
24,28
6,8
34,42
28,32
4,11
14,22
19,34
3,13
14,15
17,44
14,18
16,40
22,34
22,30
3,23
3,7
19,44
32,44
41,42
17,37
43,45
3,42
26,44
8,31
9,21
25,39
10,42
27,39
3,35
31,44
16,28
32,36
10,24
35,41
1,27
24,45
6,13
6,33
21,39
33,43
5,28
1,19
7,24
26,40
38,45
9,24
27,40
18,22
5,32
12,19
35,37
13,43
29,40
11,27
23,37
15,18
5,24
28,44
8,43
5,44
2,20
1,4
9,29
2,34
17,41
8,44
12,15
3,6
12,22
2,15
23,31
1,12
7,10
35,42
26,28
19,27
3,43
7,38
3,8
21,27
13,33
3,10
19,41
21,25
3,45
21,42
2,12
11,12
12,34
24,40
8,24
12,14
21,34
20,34
36,44
17,31
19,26
21,40
18,20
4,12
20,22
19,42
27,34
34,39
12,27
31,37
8,33
21,24
17,35
19,40
3,31
16,26
7,45
4,27
28,40
24,38
24,43
10,21
