9,16
14,31
9,17
2,3
20,29
1,31
42,45
7,20
3,5
19,29
3,14
25,43
10,40
27,37
4,27
5,28
7,37
31,42
24,25
28,45
21,33
16,34
38,40
16,22
9,43
5,15
15,37
12,33
8,13
23,45
16,37
2,21
18,34
19,32
4,20
9,19
26,30
30,42
1,20
9,36
5,26
8,24
26,33
11,39
13,34
18,45
27,44
32,34
6,42
7,22
7,10
23,35
30,35
8,11
2,12
35,41
8,34
3,31
5,12
3,4
21,30
37,44
4,15
19,24
29,42
8,25
11,36
1,6
13,16
10,22
16,45
1,4
14,30
39,43
4,7
30,31
26,45
5,45
41,45
7,27
12,21
29,34
41,42
9,22
29,40
4,31
14,21
15,27
10,29
8,36
22,40
10,38
9,13
2,5
1,29
22,37
23,26
16,17
7,29
6,31
9,11
24,43
1,42
24,34
5,37
3,21
22,29
7,44
16,28
26,35
19,43
29,38
11,43
35,42
19,22
29,45
18,29
3,15
35,45
9,39
8,9
28,37
17,22
8,43
24,32
16,18
5,33
21,26
29,32
