1,7
9,36
9,29
23,27
23,32
20,45
17,36
5,25
15,16
2,20
7,38
14,27
13,35
24,42
11,41
10,31
6,32
19,32
20,28
13,38
27,43
18,35
32,35
1,5
5,9
26,32
1,29
27,33
7,30
8,10
2,39
14,31
34,44
5,36
30,44
11,34
31,43
10,19
1,34
2,15
21,41
3,31
38,43
28,34
24,25
39,40
6,26
34,35
2,22
2,12
3,16
17,18
19,40
9,34
23,35
1,30
2,31
19,35
37,44
22,43
3,19
44,45
4,45
2,19
11,35
7,24
13,42
17,41
16,19
2,45
13,43
2,43
11,21
17,34
25,35
19,39
35,39
14,26
6,33
22,44
12,37
8,32
26,33
35,43
5,35
28,35
12,45
24,38
26,31
4,44
17,21
8,31
11,18
17,35
1,9
4,12
15,31
6,23
2,44
23,43
13,24
13,25
23,33
18,41
2,16
22,38
28,45
35,40
10,32
5,29
35,36
7,25
20,35
34,36
30,34
34,45
27,31
16,31
8,26
38,42
14,33
22,30
4,37
7,22
1,25
21,34
3,10
2,35
12,44
