5,28
23,39
24,31
14,25
35,45
8,16
3,32
3,16
13,36
37,42
35,40
6,41
12,38
14,37
34,35
18,41
10,25
1,11
5,15
7,42
6,34
3,9
42,43
9,32
29,43
2,30
18,32
2,43
5,22
10,40
15,24
16,45
6,15
33,37
20,36
12,42
1,15
24,43
15,32
18,36
2,22
17,27
3,18
33,38
18,45
15,43
16,40
3,43
31,32
1,14
16,33
13,17
1,5
23,31
13,16
6,14
36,44
21,37
16,18
26,31
33,40
12,21
19,35
4,11
24,32
3,33
31,43
23,43
22,30
29,31
8,45
20,44
4,5
20,45
14,34
24,39
18,20
11,14
2,4
17,44
5,43
8,17
10,34
8,27
10,14
6,32
3,42
7,11
27,44
6,35
16,35
2,42
1,28
41,45
21,33
15,28
26,43
25,33
23,26
22,43
6,18
21,42
17,36
4,42
9,29
1,6
12,33
11,42
19,40
9,43
4,7
25,37
1,4
30,43
13,18
38,42
31,39
39,43
10,35
33,42
25,40
11,37
4,22
16,19
27,45
35,41
9,31
20,27
8,13
