17,22
10,31
1,34
9,13
22,45
4,6
22,30
1,22
2,44
29,43
12,36
27,41
19,32
11,24
26,41
31,44
15,21
30,39
2,10
5,20
13,39
17,28
4,37
10,18
33,44
42,43
31,45
16,35
22,29
35,45
21,34
14,17
7,45
4,20
23,38
35,40
14,43
20,25
30,42
39,40
7,14
8,31
14,45
5,32
4,40
33,35
32,43
6,32
25,43
35,43
35,44
37,43
10,41
11,14
30,37
23,33
2,12
29,42
1,23
3,22
26,33
6,35
8,12
9,16
9,33
3,34
28,45
3,26
10,27
2,26
4,35
26,31
7,35
5,43
5,19
30,38
14,35
13,23
24,43
17,24
21,22
13,16
12,31
30,40
44,45
22,24
10,36
26,44
13,40
2,8
3,21
18,26
1,15
20,37
22,38
2,36
5,25
33,34
13,35
2,18
16,33
3,33
30,43
23,34
14,24
14,28
37,40
38,39
20,32
15,34
31,41
22,26
1,38
11,43
4,32
22,28
26,27
25,37
1,21
19,20
24,29
29,30
9,23
2,31
18,27
31,36
6,43
22,31
13,38
