23,28
1,29
28,44
13,21
28,30
4,12
23,43
18,27
13,28
4,31
16,32
28,38
6,20
1,43
40,45
10,30
20,43
3,8
2,18
6,41
19,30
9,45
8,31
21,23
16,31
24,26
24,42
10,20
11,38
12,38
9,40
19,45
2,12
3,24
12,26
3,4
19,27
19,42
19,29
1,2
18,26
22,34
15,42
11,44
4,35
15,44
12,23
39,41
20,34
32,44
29,39
24,32
15,36
6,19
9,28
12,16
14,37
5,25
19,40
8,14
25,40
9,17
31,37
42,45
22,30
7,32
35,37
18,42
20,29
1,23
28,43
23,38
25,28
12,31
5,40
34,43
13,33
32,36
23,33
8,24
12,32
28,42
32,38
18,19
7,31
15,32
20,30
9,42
17,28
19,41
3,12
20,22
5,30
20,41
29,43
12,24
5,19
33,38
32,42
1,27
22,28
13,23
1,19
8,37
19,20
2,23
28,40
7,16
3,14
13,38
11,28
5,28
17,40
11,32
24,31
31,32
21,28
20,39
1,18
10,22
36,42
4,37
26,42
3,37
2,26
29,41
42,44
3,35
28,34
